drug,term,count
encorafenib,RASH MACULO-PAPULAR,50
encorafenib,INFECTION,49
encorafenib,MEMORY IMPAIRMENT,48
encorafenib,SOMNOLENCE,48
encorafenib,ACNE,47
encorafenib,INTERSTITIAL LUNG DISEASE,47
encorafenib,CONDITION AGGRAVATED,46
encorafenib,HEPATITIS,46
encorafenib,RENAL DISORDER,46
encorafenib,INTESTINAL OBSTRUCTION,44
encorafenib,MELANOCYTIC NAEVUS,44
encorafenib,MUSCULAR WEAKNESS,44
encorafenib,PANCREATITIS,44
encorafenib,GAMMA-GLUTAMYLTRANSFERASE INCREASED,42
encorafenib,THERAPY CESSATION,41
encorafenib,EYE DISORDER,40
encorafenib,UNDERDOSE,40
encorafenib,C-REACTIVE PROTEIN INCREASED,39
encorafenib,CEREBROVASCULAR ACCIDENT,39
everolimus,DEATH,6417
everolimus,MALIGNANT NEOPLASM PROGRESSION,4474
everolimus,DIARRHOEA,4059
everolimus,FATIGUE,3738
everolimus,STOMATITIS,3176
everolimus,NAUSEA,2771
everolimus,DYSPNOEA,2660
everolimus,DRUG INEFFECTIVE,2429
everolimus,PYREXIA,2264
everolimus,VOMITING,2115
everolimus,DECREASED APPETITE,2072
everolimus,RASH,1939
everolimus,COUGH,1923
everolimus,WEIGHT DECREASED,1904
everolimus,MALAISE,1903
everolimus,ASTHENIA,1901
everolimus,PNEUMONIA,1731
everolimus,OFF LABEL USE,1604
everolimus,PAIN,1575
everolimus,DISEASE PROGRESSION,1504
everolimus,ANAEMIA,1499
everolimus,HEADACHE,1372
everolimus,ABDOMINAL PAIN,1207
everolimus,PRODUCT USE IN UNAPPROVED INDICATION,1169
everolimus,METASTASES TO LIVER,1162
everolimus,PNEUMONITIS,1161
everolimus,DEHYDRATION,1103
everolimus,GENERAL PHYSICAL HEALTH DETERIORATION,1055
everolimus,OEDEMA PERIPHERAL,1046
everolimus,NEOPLASM PROGRESSION,1037
everolimus,PLEURAL EFFUSION,1029
everolimus,BLOOD PRESSURE INCREASED,1012
everolimus,HYPERTENSION,1007
everolimus,METASTASES TO BONE,984
everolimus,DIZZINESS,954
everolimus,ARTHRALGIA,921
everolimus,PRURITUS,879
everolimus,PERIPHERAL SWELLING,867
everolimus,BACK PAIN,851
everolimus,HAEMOGLOBIN DECREASED,834
everolimus,ABDOMINAL PAIN UPPER,830
everolimus,CONSTIPATION,822
everolimus,BLOOD GLUCOSE INCREASED,812
everolimus,BLOOD CREATININE INCREASED,805
everolimus,THROMBOCYTOPENIA,794
everolimus,PAIN IN EXTREMITY,790
everolimus,RENAL IMPAIRMENT,788
everolimus,ACUTE KIDNEY INJURY,785
everolimus,NEOPLASM MALIGNANT,764
everolimus,EPISTAXIS,763
everolimus,ORAL PAIN,749
everolimus,INTERSTITIAL LUNG DISEASE,746
everolimus,URINARY TRACT INFECTION,744
everolimus,PLATELET COUNT DECREASED,725
everolimus,RENAL FAILURE,725
everolimus,MUCOSAL INFLAMMATION,724
everolimus,DRUG INTERACTION,722
everolimus,BREAST CANCER METASTATIC,684
everolimus,BREAST CANCER,682
everolimus,SEIZURE,673
everolimus,NEUTROPENIA,655
everolimus,METASTASES TO LUNG,652
everolimus,HYPERGLYCAEMIA,613
everolimus,MOUTH ULCERATION,612
everolimus,CHEST PAIN,596
everolimus,FALL,587
everolimus,TOXICITY TO VARIOUS AGENTS,576
everolimus,LUNG DISORDER,565
everolimus,INFECTION,562
everolimus,DRUG INTOLERANCE,551
everolimus,NASOPHARYNGITIS,539
everolimus,ASCITES,531
everolimus,DIABETES MELLITUS,521
everolimus,SEPSIS,511
everolimus,ABDOMINAL DISCOMFORT,509
everolimus,HYPOTENSION,505
everolimus,INSOMNIA,495
everolimus,ERYTHEMA,491
everolimus,BLOOD CHOLESTEROL INCREASED,477
everolimus,ACNE,469
everolimus,PRODUCT USE ISSUE,469
everolimus,WHITE BLOOD CELL COUNT DECREASED,463
everolimus,DYSGEUSIA,451
everolimus,ABDOMINAL DISTENSION,449
everolimus,FEELING ABNORMAL,446
everolimus,RESPIRATORY FAILURE,441
everolimus,GAIT DISTURBANCE,429
everolimus,DRY SKIN,427
everolimus,COVID-19,418
everolimus,DYSPHAGIA,411
everolimus,OEDEMA,410
everolimus,OSTEONECROSIS OF JAW,409
everolimus,OROPHARYNGEAL PAIN,408
everolimus,CONFUSIONAL STATE,406
everolimus,ALOPECIA,403
everolimus,PULMONARY EMBOLISM,401
everolimus,C-REACTIVE PROTEIN INCREASED,400
everolimus,BONE PAIN,398
everolimus,ANXIETY,396
everolimus,CHILLS,396
vinorelbine,NEUTROPENIA,1032
vinorelbine,DISEASE PROGRESSION,1020
vinorelbine,MALIGNANT NEOPLASM PROGRESSION,1010
vinorelbine,OFF LABEL USE,963
vinorelbine,NAUSEA,834
vinorelbine,DIARRHOEA,772
vinorelbine,FATIGUE,714
vinorelbine,DEATH,626
vinorelbine,VOMITING,626
vinorelbine,ANAEMIA,587
vinorelbine,FEBRILE NEUTROPENIA,582
vinorelbine,PYREXIA,566
vinorelbine,DRUG INEFFECTIVE,558
vinorelbine,DYSPNOEA,549
vinorelbine,THROMBOCYTOPENIA,504
vinorelbine,ASTHENIA,462
vinorelbine,NEUROPATHY PERIPHERAL,355
vinorelbine,COUGH,339
vinorelbine,DECREASED APPETITE,338
vinorelbine,PNEUMONIA,335
vinorelbine,CONSTIPATION,327
vinorelbine,METASTASES TO LIVER,323
vinorelbine,METASTASES TO BONE,322
vinorelbine,BREAST CANCER METASTATIC,314
vinorelbine,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,310
vinorelbine,PRODUCT USE IN UNAPPROVED INDICATION,305
vinorelbine,NEOPLASM PROGRESSION,300
vinorelbine,PLEURAL EFFUSION,293
vinorelbine,PAIN,292
vinorelbine,MUCOSAL INFLAMMATION,280
vinorelbine,LEUKOPENIA,274
vinorelbine,RASH,269
vinorelbine,BREAST CANCER,253
vinorelbine,HEADACHE,244
vinorelbine,GENERAL PHYSICAL HEALTH DETERIORATION,243
vinorelbine,METASTASES TO LUNG,239
vinorelbine,WEIGHT DECREASED,231
vinorelbine,SEPSIS,219
vinorelbine,ALOPECIA,218
vinorelbine,ABDOMINAL PAIN,215
vinorelbine,METASTASES TO CENTRAL NERVOUS SYSTEM,213
vinorelbine,PULMONARY EMBOLISM,212
vinorelbine,PANCYTOPENIA,203
vinorelbine,DIZZINESS,192
vinorelbine,WHITE BLOOD CELL COUNT DECREASED,190
vinorelbine,STOMATITIS,188
vinorelbine,INFECTION,185
vinorelbine,NEUTROPENIC SEPSIS,183
vinorelbine,BONE MARROW FAILURE,178
vinorelbine,METASTASES TO LYMPH NODES,171
vinorelbine,ASCITES,170
vinorelbine,MALAISE,169
vinorelbine,INTERSTITIAL LUNG DISEASE,167
vinorelbine,HAEMATOTOXICITY,166
vinorelbine,ACUTE KIDNEY INJURY,164
vinorelbine,BACK PAIN,164
vinorelbine,OSTEONECROSIS OF JAW,163
vinorelbine,PNEUMONITIS,154
vinorelbine,ALANINE AMINOTRANSFERASE INCREASED,148
vinorelbine,DEHYDRATION,148
vinorelbine,EJECTION FRACTION DECREASED,146
vinorelbine,CHEST PAIN,143
vinorelbine,HYPERTENSION,141
vinorelbine,PAIN IN EXTREMITY,141
vinorelbine,MYELOSUPPRESSION,140
vinorelbine,CONDITION AGGRAVATED,135
vinorelbine,DRUG INTOLERANCE,131
vinorelbine,PARAESTHESIA,131
vinorelbine,TOXICITY TO VARIOUS AGENTS,129
vinorelbine,SEPTIC SHOCK,125
vinorelbine,ERYTHEMA,124
vinorelbine,ARTHRALGIA,121
vinorelbine,BONE PAIN,120
vinorelbine,OEDEMA PERIPHERAL,120
vinorelbine,PRURITUS,120
vinorelbine,RESPIRATORY FAILURE,120
vinorelbine,ASPARTATE AMINOTRANSFERASE INCREASED,119
vinorelbine,PLATELET COUNT DECREASED,116
vinorelbine,NEUTROPHIL COUNT DECREASED,115
vinorelbine,DISEASE RECURRENCE,113
vinorelbine,HYPOKALAEMIA,113
vinorelbine,HYPOAESTHESIA,112
vinorelbine,HYPERSENSITIVITY,111
vinorelbine,HYPOTENSION,108
vinorelbine,DYSPNOEA EXERTIONAL,106
vinorelbine,HAEMOGLOBIN DECREASED,103
vinorelbine,CONFUSIONAL STATE,102
vinorelbine,OSTEONECROSIS,102
vinorelbine,DYSPHAGIA,98
vinorelbine,BLOOD LACTATE DEHYDROGENASE INCREASED,97
vinorelbine,DRUG RESISTANCE,97
vinorelbine,HEPATOTOXICITY,96
vinorelbine,CARDIAC FAILURE,95
vinorelbine,PERIPHERAL SWELLING,95
vinorelbine,DYSPEPSIA,94
vinorelbine,CHILLS,91
vinorelbine,POLYNEUROPATHY,91
vinorelbine,BLOOD CREATININE INCREASED,89
vinorelbine,EPISTAXIS,87
vinorelbine,ABDOMINAL PAIN UPPER,86
pemetrexed,MALIGNANT NEOPLASM PROGRESSION,2860
pemetrexed,OFF LABEL USE,1965
pemetrexed,ANAEMIA,1893
pemetrexed,NAUSEA,1735
pemetrexed,DIARRHOEA,1630
pemetrexed,DEATH,1599
pemetrexed,NEUTROPENIA,1521
pemetrexed,PANCYTOPENIA,1476
pemetrexed,THROMBOCYTOPENIA,1449
pemetrexed,FATIGUE,1317
pemetrexed,VOMITING,1303
pemetrexed,DISEASE PROGRESSION,1261
pemetrexed,DYSPNOEA,1228
pemetrexed,PYREXIA,1165
pemetrexed,PNEUMONIA,1124
pemetrexed,FEBRILE NEUTROPENIA,1116
pemetrexed,RASH,1082
pemetrexed,ACUTE KIDNEY INJURY,1057
pemetrexed,ASTHENIA,1043
pemetrexed,DECREASED APPETITE,940
pemetrexed,DRUG INEFFECTIVE,927
pemetrexed,GENERAL PHYSICAL HEALTH DETERIORATION,884
pemetrexed,INTERSTITIAL LUNG DISEASE,771
pemetrexed,PLATELET COUNT DECREASED,663
pemetrexed,RENAL FAILURE,642
pemetrexed,DEHYDRATION,633
pemetrexed,PNEUMONITIS,629
pemetrexed,SEPSIS,617
pemetrexed,PLEURAL EFFUSION,614
pemetrexed,PULMONARY EMBOLISM,587
pemetrexed,CONSTIPATION,572
pemetrexed,LEUKOPENIA,569
pemetrexed,NEOPLASM PROGRESSION,534
pemetrexed,MYELOSUPPRESSION,526
pemetrexed,WHITE BLOOD CELL COUNT DECREASED,523
pemetrexed,RESPIRATORY FAILURE,512
pemetrexed,MUCOSAL INFLAMMATION,511
pemetrexed,RENAL IMPAIRMENT,476
pemetrexed,NEUTROPHIL COUNT DECREASED,445
pemetrexed,BONE MARROW FAILURE,434
pemetrexed,BLOOD CREATININE INCREASED,431
pemetrexed,TUBULOINTERSTITIAL NEPHRITIS,420
pemetrexed,MALAISE,417
pemetrexed,COUGH,414
pemetrexed,HAEMOGLOBIN DECREASED,403
pemetrexed,HYPOTENSION,400
pemetrexed,WEIGHT DECREASED,389
pemetrexed,ABDOMINAL PAIN,378
pemetrexed,PAIN,378
pemetrexed,DIZZINESS,377
pemetrexed,OEDEMA PERIPHERAL,377
pemetrexed,SEPTIC SHOCK,369
pemetrexed,HYPERTENSION,357
pemetrexed,HEADACHE,355
pemetrexed,COLITIS,349
pemetrexed,PRURITUS,347
pemetrexed,ERYTHEMA,331
pemetrexed,EPISTAXIS,329
pemetrexed,CONDITION AGGRAVATED,325
pemetrexed,THERAPY PARTIAL RESPONDER,317
pemetrexed,HYPOKALAEMIA,315
pemetrexed,CHEST PAIN,310
pemetrexed,INFECTION,310
pemetrexed,HAEMOPTYSIS,307
pemetrexed,STOMATITIS,306
pemetrexed,NON-SMALL CELL LUNG CANCER,300
pemetrexed,ALANINE AMINOTRANSFERASE INCREASED,298
pemetrexed,ATRIAL FIBRILLATION,296
pemetrexed,DRUG RESISTANCE,296
pemetrexed,PRODUCT USE IN UNAPPROVED INDICATION,294
pemetrexed,HYPONATRAEMIA,291
pemetrexed,ASPARTATE AMINOTRANSFERASE INCREASED,285
pemetrexed,HYPOTHYROIDISM,271
pemetrexed,METASTASES TO CENTRAL NERVOUS SYSTEM,271
pemetrexed,NEUROPATHY PERIPHERAL,270
pemetrexed,HAEMATOTOXICITY,268
pemetrexed,TOXICITY TO VARIOUS AGENTS,266
pemetrexed,BACK PAIN,261
pemetrexed,HEPATIC FUNCTION ABNORMAL,261
pemetrexed,DYSPHAGIA,252
pemetrexed,CONFUSIONAL STATE,249
pemetrexed,DEEP VEIN THROMBOSIS,248
pemetrexed,ARTHRALGIA,239
pemetrexed,HEPATITIS,239
pemetrexed,FEBRILE BONE MARROW APLASIA,225
pemetrexed,RASH MACULO-PAPULAR,225
pemetrexed,RENAL FAILURE ACUTE,217
pemetrexed,LUNG DISORDER,208
pemetrexed,PERICARDIAL EFFUSION,207
pemetrexed,RENAL TUBULAR NECROSIS,204
pemetrexed,DRUG INTERACTION,202
pemetrexed,MYOCARDIAL INFARCTION,201
pemetrexed,C-REACTIVE PROTEIN INCREASED,199
pemetrexed,HEPATIC CYTOLYSIS,198
pemetrexed,HEPATOTOXICITY,198
pemetrexed,CARDIAC FAILURE,196
pemetrexed,CEREBROVASCULAR ACCIDENT,196
pemetrexed,TACHYCARDIA,196
pemetrexed,HEPATOCELLULAR INJURY,186
pemetrexed,HYPERSENSITIVITY,186
binimetinib,OFF LABEL USE,846
binimetinib,DEATH,670
binimetinib,NAUSEA,629
binimetinib,FATIGUE,534
binimetinib,PRODUCT USE IN UNAPPROVED INDICATION,516
binimetinib,DIARRHOEA,497
binimetinib,PYREXIA,477
binimetinib,NEOPLASM PROGRESSION,392
binimetinib,VOMITING,365
binimetinib,RASH,360
binimetinib,SEROUS RETINAL DETACHMENT,258
binimetinib,DISEASE PROGRESSION,205
binimetinib,ARTHRALGIA,196
binimetinib,VISION BLURRED,193
binimetinib,DECREASED APPETITE,191
binimetinib,MALAISE,186
binimetinib,CONSTIPATION,156
binimetinib,VISUAL IMPAIRMENT,149
binimetinib,ASTHENIA,148
binimetinib,ACUTE KIDNEY INJURY,146
binimetinib,ANAEMIA,139
binimetinib,PAIN,138
binimetinib,HEADACHE,132
binimetinib,ABDOMINAL PAIN,123
binimetinib,DYSPNOEA,120
binimetinib,MALIGNANT NEOPLASM PROGRESSION,118
binimetinib,COLITIS,115
binimetinib,MYALGIA,115
binimetinib,PRURITUS,113
binimetinib,CHILLS,101
binimetinib,DIZZINESS,98
binimetinib,BLOOD CREATINE PHOSPHOKINASE INCREASED,95
binimetinib,DEHYDRATION,90
binimetinib,DRUG INEFFECTIVE,89
binimetinib,HYPOTENSION,87
binimetinib,ABDOMINAL PAIN UPPER,85
binimetinib,WEIGHT DECREASED,84
binimetinib,ALANINE AMINOTRANSFERASE INCREASED,80
binimetinib,ALOPECIA,80
binimetinib,SEIZURE,80
binimetinib,RENAL IMPAIRMENT,75
binimetinib,RETINAL DETACHMENT,73
binimetinib,ASPARTATE AMINOTRANSFERASE INCREASED,71
binimetinib,LIVER DISORDER,71
binimetinib,BLOOD CREATININE INCREASED,69
binimetinib,URINARY TRACT INFECTION,69
binimetinib,ABDOMINAL DISCOMFORT,67
binimetinib,HEPATIC FUNCTION ABNORMAL,66
binimetinib,PERIPHERAL SWELLING,65
binimetinib,PRODUCT DOSE OMISSION,65
binimetinib,SECOND PRIMARY MALIGNANCY,64
binimetinib,PRODUCT USE ISSUE,62
binimetinib,RENAL FAILURE,62
binimetinib,BACK PAIN,61
binimetinib,DYSPHAGIA,61
binimetinib,ILLNESS,61
binimetinib,CONFUSIONAL STATE,60
binimetinib,PAIN IN EXTREMITY,60
binimetinib,PNEUMONIA,60
binimetinib,UVEITIS,58
binimetinib,HYPERTENSION,57
binimetinib,HEPATIC ENZYME INCREASED,56
binimetinib,DRY SKIN,54
binimetinib,NEUROPATHY PERIPHERAL,54
binimetinib,MUSCLE SPASMS,52
binimetinib,SEROUS RETINOPATHY,51
binimetinib,DRUG INTOLERANCE,50
binimetinib,FALL,50
binimetinib,GENERAL PHYSICAL HEALTH DETERIORATION,49
binimetinib,PNEUMONITIS,48
binimetinib,RASH MACULO-PAPULAR,48
binimetinib,HEPATITIS,46
binimetinib,COVID-19,45
binimetinib,MUSCULAR WEAKNESS,45
binimetinib,SEPSIS,45
binimetinib,RENAL DISORDER,44
binimetinib,DERMATITIS ACNEIFORM,43
binimetinib,COUGH,40
binimetinib,PRODUCT DOSE OMISSION ISSUE,40
binimetinib,EYE DISORDER,39
binimetinib,HOSPICE CARE,38
binimetinib,INTERSTITIAL LUNG DISEASE,38
binimetinib,LIVER FUNCTION TEST INCREASED,38
binimetinib,MEMORY IMPAIRMENT,38
binimetinib,ERYTHEMA,37
binimetinib,OEDEMA PERIPHERAL,37
binimetinib,SOMNOLENCE,37
binimetinib,THERAPY INTERRUPTED,37
binimetinib,EJECTION FRACTION DECREASED,36
binimetinib,HYPERSENSITIVITY,36
binimetinib,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,36
binimetinib,RETINOPATHY,36
binimetinib,GAMMA-GLUTAMYLTRANSFERASE INCREASED,35
binimetinib,HYPOTHYROIDISM,35
binimetinib,PANCREATITIS,35
binimetinib,ADVERSE EVENT,34
binimetinib,INFECTION,34
binimetinib,INSOMNIA,34
binimetinib,PLATELET COUNT DECREASED,34
binimetinib,RHABDOMYOLYSIS,34
carboplatin,OFF LABEL USE,7265
carboplatin,NAUSEA,6759
carboplatin,NEUTROPENIA,6734
carboplatin,ANAEMIA,6632
carboplatin,ALOPECIA,6210
carboplatin,FEBRILE NEUTROPENIA,6031
carboplatin,DIARRHOEA,5790
carboplatin,DISEASE PROGRESSION,5516
carboplatin,THROMBOCYTOPENIA,5496
carboplatin,DYSPNOEA,5459
carboplatin,MALIGNANT NEOPLASM PROGRESSION,5411
carboplatin,VOMITING,5045
carboplatin,PYREXIA,4516
carboplatin,FATIGUE,4391
carboplatin,DEATH,4135
carboplatin,DRUG INEFFECTIVE,3699
carboplatin,ASTHENIA,3480
carboplatin,PANCYTOPENIA,3331
carboplatin,PNEUMONIA,3040
carboplatin,RASH,2886
carboplatin,SEPSIS,2635
carboplatin,DECREASED APPETITE,2614
carboplatin,NEUTROPHIL COUNT DECREASED,2582
carboplatin,PLATELET COUNT DECREASED,2480
carboplatin,WHITE BLOOD CELL COUNT DECREASED,2391
carboplatin,PRODUCT USE IN UNAPPROVED INDICATION,2377
carboplatin,ABDOMINAL PAIN,2330
carboplatin,ERYTHEMA,2327
carboplatin,DEHYDRATION,2322
carboplatin,NEUROPATHY PERIPHERAL,2305
carboplatin,HYPOTENSION,2288
carboplatin,ACUTE KIDNEY INJURY,2253
carboplatin,MYELOSUPPRESSION,2250
carboplatin,PAIN,2139
carboplatin,HAIR TEXTURE ABNORMAL,2091
carboplatin,HAIR COLOUR CHANGES,2088
carboplatin,LEUKOPENIA,2066
carboplatin,CONSTIPATION,2055
carboplatin,GENERAL PHYSICAL HEALTH DETERIORATION,2034
carboplatin,HAIR DISORDER,1948
carboplatin,MADAROSIS,1935
carboplatin,MALAISE,1803
carboplatin,PSYCHOLOGICAL TRAUMA,1794
carboplatin,PRURITUS,1792
carboplatin,MUCOSAL INFLAMMATION,1745
carboplatin,COUGH,1637
carboplatin,HYPERTENSION,1596
carboplatin,INTERSTITIAL LUNG DISEASE,1580
carboplatin,HYPERSENSITIVITY,1576
carboplatin,PULMONARY EMBOLISM,1562
carboplatin,INFECTION,1555
carboplatin,ANXIETY,1511
carboplatin,DIZZINESS,1504
carboplatin,HAEMOGLOBIN DECREASED,1498
carboplatin,HYPOKALAEMIA,1493
carboplatin,NEOPLASM PROGRESSION,1488
carboplatin,PLEURAL EFFUSION,1479
carboplatin,RESPIRATORY FAILURE,1334
carboplatin,CHEST PAIN,1328
carboplatin,HEADACHE,1281
carboplatin,WEIGHT DECREASED,1264
carboplatin,PNEUMONITIS,1257
carboplatin,SEPTIC SHOCK,1229
carboplatin,RENAL FAILURE,1223
carboplatin,BACK PAIN,1191
carboplatin,TACHYCARDIA,1184
carboplatin,FLUSHING,1182
carboplatin,BONE MARROW FAILURE,1176
carboplatin,HYPONATRAEMIA,1176
carboplatin,ARTHRALGIA,1146
carboplatin,ATRIAL FIBRILLATION,1142
carboplatin,CONDITION AGGRAVATED,1139
carboplatin,URINARY TRACT INFECTION,1062
carboplatin,COLITIS,1046
carboplatin,DYSPHAGIA,1046
carboplatin,THERAPY PARTIAL RESPONDER,1023
carboplatin,INFUSION RELATED REACTION,1016
carboplatin,RENAL IMPAIRMENT,986
carboplatin,EMOTIONAL DISTRESS,983
carboplatin,TOXICITY TO VARIOUS AGENTS,977
carboplatin,EPISTAXIS,961
carboplatin,ACUTE MYELOID LEUKAEMIA,949
carboplatin,ALANINE AMINOTRANSFERASE INCREASED,946
carboplatin,DEEP VEIN THROMBOSIS,938
carboplatin,PARAESTHESIA,927
carboplatin,HAEMATOTOXICITY,914
carboplatin,STOMATITIS,914
carboplatin,CHILLS,910
carboplatin,NEUTROPENIC SEPSIS,904
carboplatin,CONFUSIONAL STATE,897
carboplatin,OEDEMA PERIPHERAL,888
carboplatin,BLOOD CREATININE INCREASED,883
carboplatin,CHEST DISCOMFORT,876
carboplatin,HYPOTHYROIDISM,859
carboplatin,ASPARTATE AMINOTRANSFERASE INCREASED,821
carboplatin,DISEASE RECURRENCE,818
carboplatin,MYELODYSPLASTIC SYNDROME,816
carboplatin,PAIN IN EXTREMITY,807
carboplatin,SYNCOPE,797
carboplatin,OXYGEN SATURATION DECREASED,794
abiraterone,DEATH,6114
abiraterone,FATIGUE,2334
abiraterone,PROSTATIC SPECIFIC ANTIGEN INCREASED,2001
abiraterone,DRUG INEFFECTIVE,1987
abiraterone,THERAPY CESSATION,1599
abiraterone,DISEASE PROGRESSION,1232
abiraterone,ASTHENIA,1160
abiraterone,HOT FLUSH,1113
abiraterone,OFF LABEL USE,1065
abiraterone,HOSPITALISATION,1064
abiraterone,NAUSEA,969
abiraterone,FALL,906
abiraterone,DIARRHOEA,905
abiraterone,PROSTATE CANCER,848
abiraterone,DIZZINESS,794
abiraterone,DYSPNOEA,778
abiraterone,DECREASED APPETITE,755
abiraterone,HYPERTENSION,740
abiraterone,PNEUMONIA,722
abiraterone,URINARY TRACT INFECTION,715
abiraterone,MALIGNANT NEOPLASM PROGRESSION,712
abiraterone,HYPOKALAEMIA,692
abiraterone,VOMITING,661
abiraterone,ANAEMIA,629
abiraterone,PROSTATE CANCER METASTATIC,625
abiraterone,PAIN,610
abiraterone,WEIGHT DECREASED,581
abiraterone,MALAISE,562
abiraterone,DRUG DOSE OMISSION,557
abiraterone,ARTHRALGIA,537
abiraterone,THERAPY INTERRUPTED,526
abiraterone,OEDEMA PERIPHERAL,516
abiraterone,CONSTIPATION,514
abiraterone,INCORRECT DOSE ADMINISTERED,490
abiraterone,BACK PAIN,488
abiraterone,HEADACHE,459
abiraterone,PERIPHERAL SWELLING,440
abiraterone,DYSPHAGIA,422
abiraterone,ADVERSE EVENT,396
abiraterone,PAIN IN EXTREMITY,395
abiraterone,METASTASES TO BONE,389
abiraterone,ATRIAL FIBRILLATION,387
abiraterone,DEHYDRATION,385
abiraterone,SEPSIS,376
abiraterone,WEIGHT INCREASED,375
abiraterone,PYREXIA,360
abiraterone,MYOCARDIAL INFARCTION,352
abiraterone,BLOOD PRESSURE INCREASED,349
abiraterone,MUSCULAR WEAKNESS,348
abiraterone,DRUG INTERACTION,342
abiraterone,CARDIAC FAILURE,328
abiraterone,GENERAL PHYSICAL HEALTH DETERIORATION,325
abiraterone,ACUTE KIDNEY INJURY,323
abiraterone,THROMBOCYTOPENIA,321
abiraterone,RASH,319
abiraterone,CEREBROVASCULAR ACCIDENT,306
abiraterone,CONFUSIONAL STATE,305
abiraterone,INSOMNIA,299
abiraterone,BLOOD GLUCOSE INCREASED,280
abiraterone,ALANINE AMINOTRANSFERASE INCREASED,261
abiraterone,SYNCOPE,260
abiraterone,CHEST PAIN,257
abiraterone,COVID-19,251
abiraterone,HOSPICE CARE,251
abiraterone,HYPOTENSION,250
abiraterone,BLOOD POTASSIUM DECREASED,246
abiraterone,MYALGIA,243
abiraterone,OSTEONECROSIS OF JAW,243
abiraterone,HAEMATURIA,241
abiraterone,HEPATIC ENZYME INCREASED,241
abiraterone,BONE PAIN,236
abiraterone,ADVERSE DRUG REACTION,233
abiraterone,COUGH,233
abiraterone,FEELING ABNORMAL,228
abiraterone,MUSCLE SPASMS,228
abiraterone,HAEMOGLOBIN DECREASED,227
abiraterone,OEDEMA,227
abiraterone,PLATELET COUNT DECREASED,226
abiraterone,RENAL FAILURE,224
abiraterone,INFECTION,219
abiraterone,RHABDOMYOLYSIS,218
abiraterone,ABDOMINAL PAIN,216
abiraterone,HEPATIC FUNCTION ABNORMAL,213
abiraterone,ABDOMINAL DISCOMFORT,210
abiraterone,GAIT DISTURBANCE,206
abiraterone,ABDOMINAL PAIN UPPER,205
abiraterone,DIABETES MELLITUS,204
abiraterone,PRODUCT DOSE OMISSION,204
abiraterone,ASPARTATE AMINOTRANSFERASE INCREASED,201
abiraterone,PULMONARY EMBOLISM,200
abiraterone,FLUID RETENTION,196
abiraterone,HYPERHIDROSIS,194
abiraterone,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,192
abiraterone,CARDIAC DISORDER,191
abiraterone,CONDITION AGGRAVATED,189
abiraterone,JOINT SWELLING,189
abiraterone,BLOOD ALKALINE PHOSPHATASE INCREASED,188
abiraterone,CONTUSION,186
abiraterone,POLLAKIURIA,178
abiraterone,PRODUCT DOSE OMISSION ISSUE,177
denosumab,OFF LABEL USE,36065
denosumab,DEATH,19314
denosumab,OSTEONECROSIS OF JAW,9343
denosumab,ARTHRALGIA,8363
denosumab,FATIGUE,6999
denosumab,PAIN IN EXTREMITY,6718
denosumab,PAIN,6594
denosumab,BACK PAIN,6557
denosumab,NAUSEA,5040
denosumab,DIARRHOEA,4860
denosumab,FALL,4751
denosumab,RASH,4099
denosumab,MYALGIA,4047
denosumab,BONE PAIN,3876
denosumab,ASTHENIA,3778
denosumab,PRODUCT STORAGE ERROR,3649
denosumab,MALAISE,3587
denosumab,DYSPNOEA,3409
denosumab,HEADACHE,3336
denosumab,HYPOCALCAEMIA,3215
denosumab,TOOTH DISORDER,3075
denosumab,DRUG INEFFECTIVE,2910
denosumab,DIZZINESS,2765
denosumab,PRURITUS,2735
denosumab,SPINAL FRACTURE,2619
denosumab,PAIN IN JAW,2614
denosumab,PNEUMONIA,2519
denosumab,VOMITING,2466
denosumab,MUSCLE SPASMS,2460
denosumab,WEIGHT DECREASED,2442
denosumab,URINARY TRACT INFECTION,2435
denosumab,HOSPITALISATION,2360
denosumab,DECREASED APPETITE,2336
denosumab,ALOPECIA,2282
denosumab,GAIT DISTURBANCE,2267
denosumab,PYREXIA,2247
denosumab,CIRCUMSTANCE OR INFORMATION CAPABLE OF LEADING TO MEDICATION ERROR,2099
denosumab,CONSTIPATION,2093
denosumab,MALIGNANT NEOPLASM PROGRESSION,2024
denosumab,ANAEMIA,1942
denosumab,COUGH,1914
denosumab,HYPERTENSION,1824
denosumab,MUSCULOSKELETAL PAIN,1750
denosumab,FEELING ABNORMAL,1743
denosumab,INSOMNIA,1742
denosumab,PARAESTHESIA,1672
denosumab,METASTASES TO BONE,1664
denosumab,MOBILITY DECREASED,1622
denosumab,NEUTROPENIA,1602
denosumab,HYPOAESTHESIA,1581
denosumab,TOOTH EXTRACTION,1525
denosumab,FEMUR FRACTURE,1513
denosumab,FRACTURE,1506
denosumab,WHITE BLOOD CELL COUNT DECREASED,1477
denosumab,DRUG DOSE OMISSION,1461
denosumab,PERIPHERAL SWELLING,1381
denosumab,ACCIDENTAL EXPOSURE TO PRODUCT,1351
denosumab,HIP FRACTURE,1334
denosumab,ERYTHEMA,1324
